"RELATION,LEFTTERM,RIGHTTERM,COUNT"
"synonym,application programming interfaces,APIs,1"
"synonym,amazon simple storage service,amazon_s3,1"
"synonym,frequently asked questions,FAQ,1"
"sibling,competing consumers,publish_subscribe_channel,1"
"synonym,cape verde,CV,1"
"synonym,exchange traded commodities,ETCs,1"
"synonym,small tactical unmanned aircraft systems,STUAS,1"
"sibling,project management,software_development,1"
"sibling,PCB,INA169,1"
"sibling,LCD,magnesium_alloy,1"
"synonym,international standard organization,ISO,1"
"synonym,enterprise service management,ESM,1"
"synonym,accelerated delivery platform,ADP,1"
"synonym,sized particles,particle_swarms,1"
"synonym,non intrusive pilot identification program,NIPIP,1"
"synonym,machine catalogs,MC,1"
"synonym,remote manipulator system,RMS,1"
"ancestor,valuable insights,georeferenced_orthomosaics,1"
"ancestor,user processes,kernel_subsystems,1"
"sibling,auto takeoff,auto_return_home,1"
"ancestor,safety program,AMA,1"
"ancestor,inspect pipelines,gas_facilities,1"
"synonym,san marino,SM,1"
"synonym,hypermedia information system,HIS,1"
"synonym,SIM,site_information_modeling,1"
"synonym,panoramic cockpit display,PCD,1"
"synonym,spread spectrum radio,SSR,1"
"synonym,solar power,bbc_news,1"
"sibling,software engineering,computer_science,1"
"synonym,flight data center,FDC,1"
"synonym,downward facing cameras,M210,1"
"sibling,signal integrity,EMI,1"
"ancestor,unauthorised drone activity,airspace_incursions,1"
"synonym,SARPs,standards_and_recommended_practices,1"
"sibling,police departments,public_universities,1"
"ancestor,smartphone apps,electronic_media,1"
"synonym,almost ready to fly,ARTF,1"
"synonym,auxiliary power units,APUs,1"
"ancestor,flow control,circulation_control,1"
"synonym,application programmatic interfaces,APIs,1"
"synonym,faa certified flight instructors,CFI,1"
"sibling,super smooth video,video_game_controller,1"
"synonym,advanced aircraft analysis,AAA,1"
"synonym,open societies foundation,OSF,1"
"synonym,solid rocket motors,SRM,1"
"synonym,lightning induced volcanic spherules,LIVS,1"
"synonym,mission management system,MMS,1"
"synonym,korea meteorological administration,KMA,1"
"synonym,long term support,LTS,1"
"ancestor,higher education,research_organizations,1"
"synonym,long endurance,HALE,1"
"synonym,vehicle and dismount exploitation radar,VADER,1"
"ancestor,REF,partnered_organizations,1"
"synonym,international revenue share fraud,IRSF,1"
"synonym,architecture description languages,ADLs,1"
"synonym,adiabatic demagnetization refrigerator,ADR,1"
"ancestor,free shipping,international_orders,1"
"synonym,arrival time difference,ATD,1"
"ancestor,higher priced,dji_spark,1"
"synonym,main controller,MC,1"
"synonym,BPEL,business_process_execution_language,1"
"synonym,equatorial electric field,EEF,1"
"synonym,small diameter bombs,SDBs,1"
"synonym,command augmentation system,CAS,1"
"synonym,guided bomb unit,GBU,1"
"synonym,hazardous weather testbed,HWT,1"
"synonym,allocation unit,AU,1"
"ancestor,modern warfare,electronic_warfare,1"
"synonym,direct linear transformation,DLT,1"
"synonym,single integrated operational plan,SIOP,1"
"synonym,attempted leader,AL,1"
"synonym,information system,IS,1"
"ancestor,network infrastructure,dns_servers,1"
"synonym,IP,initial_production,1"
"synonym,drone racing association malaysia,DRAM,1"
"synonym,air safety support international,ASSI,1"
"sibling,marine resources,search_and_rescue,1"
"synonym,automation modernization,ERAM,1"
"synonym,loss of control,LOC,1"
"ancestor,aeronautical information management,air_transport,1"
"synonym,citrix diagnostic facility,CDF,1"
"synonym,satellite digital audio radio service,SDARS,1"
"synonym,adaptive security appliances,ASA,1"
"sibling,dual battery,IP43,1"
"synonym,hawk ground control station,GCS,1"
"synonym,subject matter experts,SME,1"
"synonym,global navigation satellite system,GLONASS,1"
"synonym,private communication services,PCS,1"
"synonym,short message,SMS,1"
"synonym,lightsquared ancillary terrestrial component,ATCt,1"
"synonym,new york university,NYU,1"
"synonym,joint robotics program master plan,JRPMP,1"
"sibling,application programming interfaces,software_developer,1"
"synonym,laser lightning rod,LLR,1"
"synonym,OTA,over_the_air,1"
"synonym,virtual interface,VI,1"
"synonym,peace research institute oslo,PRIO,1"
"ancestor,industry analysts,carl_sapers,1"
"synonym,automated radar terminal system,ARTS,1"
"ancestor,robotics researchers,stephen_hawking,1"
"synonym,unmanned areal systems,UAS,1"
"ancestor,intelligent flight,intelligent_flight_mode,1"
"synonym,process control block,PCB,1"
"ancestor,small uas,model_aircraft,1"
"sibling,mobile phones,consumer_electronics,1"
"synonym,drone advisory committee,DAC,1"
"synonym,extended kalman filters,EKFs,1"
"ancestor,heterogeneous platforms,FPGAs,1"
"synonym,internet of thing,IoT,1"
"synonym,central indian tectonic zone,CITZ,1"
"sibling,private property,civil_liability,1"
"synonym,new car assessment program,NCAP,1"
"synonym,pulse trilateration automatic vehicle monitoring,AVM,1"
"sibling,avoid obstacles,easily_track,1"
"sibling,visualization software,video_wall,1"
"ancestor,formal verification,model_checking,1"
"sibling,aerial photography,aerial_cinematography,1"
"synonym,enemy air defenses,SEAD,1"
"synonym,service oriented architectures,SOA,1"
"sibling,unmanned aircraft,autonomous_control,1"
"synonym,parimal kopardekar,PK,1"
"synonym,air traffic control specialists,ATCSs,1"
"synonym,heidke skill score,HSS,1"
"sibling,ISO,IEEE,1"
"synonym,able bodied,AB,1"
"ancestor,drone operators,minneapolis_based,1"
"synonym,frequency hopping spread spectrum,FHSS,1"
"synonym,AOC,manned_aviation,1"
"synonym,passive lumbar extension,PLE,1"
"synonym,advanced weather interactive processing system,AWIPS,1"
"synonym,new equipment training,NET,1"
"sibling,radio communications,emergency_procedures,1"
"synonym,robotics lab,CSAIL,1"
"synonym,visual line of sight,BVLoS,1"
"synonym,vsphere standard switch,VSS,1"
"synonym,aviation authority,CAA,1"
"synonym,mafic dikes,ne_brazil,1"
"synonym,technology competency center,TCC,1"
"sibling,oil spills,search_and_rescue,1"
"synonym,US,VI,1"
"ancestor,state laws,reckless_endangerment,1"
"synonym,PMs,private_messages,1"
"synonym,automated export system trade interface requirements,AESTIR,1"
"synonym,arizona department of transportation,ADOT,1"
"synonym,geostationary operational environmental satellite,GOES,1"
"synonym,object model,COM,1"
"synonym,managed extensibility framework,MEF,1"
"synonym,zed attack proxy,ZAP,1"
"sibling,infrared sensors,phased_array_radar,1"
"synonym,graphics processing units,GPU,1"
"synonym,national research council,istc_cnr,1"
"synonym,national airspace system status information,NASSI,1"
"ancestor,sensing technologies,smart_materials,1"
"ancestor,SDK,valve_developer_tools,1"
"ancestor,SEO,technical_marketing,1"
"synonym,regolith volatiles characterization,RVC,1"
"synonym,airliner cabin environmental research,ACER,1"
"synonym,good clinical practices,GCP,1"
"ancestor,long term,replacement_propellers,1"
"sibling,alkali bees,bumble_bees,1"
"synonym,markup language,XML,1"
"ancestor,weather monitoring,air_speed,1"
"synonym,multi function active sensor,MFAS,1"
"synonym,eu aviation safety agency,EASA,1"
"synonym,dubai silicon oasis authority,DSOA,1"
"sibling,restful api,soap_web_services,1"
"synonym,technology capability level,TCL,1"
"synonym,bayesian belief network,BBN,1"
"synonym,unmanned aerospace studies,UAS,1"
"synonym,nearest neighbors,NN,1"
"synonym,puget sound,WA,1"
"synonym,attitude sensor package,ASP,1"
"synonym,common access card,CAC,1"
"sibling,mission planning,fully_autonomous,1"
"synonym,external usenet,NNTP,1"
"synonym,mobile service robot,MSR,1"
"synonym,general public license,GPL,1"
"synonym,wetland rapid assessment procedure,WRAP,1"
"ancestor,multiple missions,aerial_reconnaissance,1"
"synonym,federal motor carrier safety administration,FMCSA,1"
"ancestor,poor weather conditions,reduced_visibility,1"
"sibling,ETT,RNA,1"
"sibling,multimedia editing,scientific_computing,1"
"synonym,togaf framework,the_open_group_architecture_framework,1"
"synonym,MAV,micro_aerial_vehicles,1"
"synonym,outlook web access,OWA,1"
"synonym,uniform mitigation assessment method,UMAM,1"
"synonym,UNITE,uav_national_industry_team,1"
"synonym,vortex lattice model,VLM,1"
"synonym,central volcanic zone,CVZ,1"
"sibling,GSM,CDMA,1"
"synonym,other government agencies,OGA,1"
"ancestor,CRM,enterprise_solutions,1"
"ancestor,application logic,month_end,1"
"synonym,oblique active tilting,OAT,1"
"synonym,FACE,future_airborne_capability_environment,1"
"synonym,ozone depleting substances,ODS,1"
"synonym,unmanned airborne vehicles,UAV,1"
"ancestor,user groups,AIA,1"
"synonym,carbon fiber reinforced plastic,CFRP,1"
"sibling,cyber security,UAV,1"
"ancestor,industrial applications,inspecting_power_lines,1"
"synonym,linear individual pitch control,LIPC,1"
"synonym,rapid prototyping event,RPE,1"
"synonym,intelligence systems support office,ISSO,1"
"sibling,odbc drivers,teradata_odbc,1"
"synonym,user workflow requirements,business_processes,1"
"sibling,beyond visual line of sight,autonomous_flight,1"
"synonym,south american,SOAM,1"
"synonym,internationalized resource identifiers,IRIs,1"
"synonym,low altitude airspace notification capability,LAANC,1"
"synonym,physical downlink shared channel,PDSCH,1"
"synonym,iot device,mqtt_client,1"
"synonym,dual processing theories,DPT,1"
"synonym,network centric operations,NCO,1"
"sibling,DSL,VPN,1"
"sibling,financial modeling,scientific_computing,1"
"sibling,threat detection,situational_awareness,1"
"sibling,ECC,CRM,1"
"ancestor,humpback whales,marine_animals,1"
"synonym,composite affordability initiative,CAI,1"
"sibling,wind speeds,visibility_conditions,1"
"synonym,national board professional teacher standards,NBPTS,1"
"synonym,flight sim,HDMI,1"
"synonym,high resolution rapid refresh,HRRR,1"
"sibling,infrastructure inspection,geo_spatial_mapping,1"
"synonym,north atlantic craton,NAC,1"
"ancestor,auxiliary systems,control_systems,1"
"synonym,defense sciences engineering division,DSED,1"
"synonym,forced knee extension,FKE,1"
"synonym,eastern alkaline province,EAP,1"
"synonym,individual instability exponents,IIEs,1"
"synonym,federal airworthiness regulations,FAR,1"
"sibling,transferring data,receiving_responses,1"
"ancestor,latest technologies,FLEX,1"
"synonym,foreign nationals,FNs,1"
"synonym,receiver signal strength indicator,RSSI,1"
"synonym,hamilton pilot training system,HPTS,1"
"synonym,rogue state media,RSM,1"
"synonym,accounting office,GAO,1"
"synonym,coastal zone management,CZMA,1"
"synonym,system development life cycle,SDLC,1"
"synonym,field service representative,FSR,1"
"synonym,step s406,step_s410,1"
"synonym,least significant byte,LSB,1"
"synonym,north west frontier province,NWFP,1"
"synonym,ESC,electronic_speed_controller,1"
"sibling,agricultural surveys,package_deliveries,1"
"sibling,AWS,NGC,1"
"synonym,common configuration enumeration,CCE,1"
"synonym,MVC,model_view_controller,1"
"synonym,threat detection system,TDS,1"
"ancestor,programming languages,BPEL,1"
"sibling,internal combustion engines,fuel_cells,1"
"synonym,electronic speckle pattern interferometry,ESPI,1"
"synonym,multi purpose,ER/MP,1"
"sibling,return to home,altitude_hold,1"
"synonym,research libraries uk,RLUK,1"
"synonym,mobile datacomm,MDC,1"
"sibling,daytime operations,visual_line_of_sight,1"
"synonym,ecological marine unit,EMU,1"
"synonym,code excited linear prediction,CELP,1"
"ancestor,weather conditions,high_winds,1"
"synonym,nasa common research model,CRM,1"
"synonym,enterprise messaging system,EMS,1"
"synonym,intelligent display series,IDS,1"
"synonym,israel defence forces,IDF,1"
"sibling,department of transportation,state_fair,1"
"ancestor,latest technologies,AJAX,1"
"synonym,japanese ground self defence force,JGSDF,1"
"ancestor,rock properties,fracture_toughness,1"
"synonym,andrews information systems building,AISB,1"
"sibling,exception handling,high_speed,1"
"synonym,centralized funds management systems,CFMS,1"
"ancestor,security measures,remote_identification,1"
"synonym,service provider,text_messaging,1"
"synonym,airline transport,ATP,1"
"synonym,high definition,FHD,1"
"synonym,secure socket layer,SSL,1"
"synonym,tropical rain measuring mission,TRMM,1"
"sibling,ieee xplore,google_scholar,1"
"synonym,gigabit ethernet,GE,1"
"ancestor,computational intelligence,artificial_neural_networks,1"
"sibling,thermal imaging,night_vision,1"
"synonym,base station,BS,1"
"synonym,unmanned air system,UAV,1"
"synonym,general availability,GA,1"
"synonym,java studio enterprise,JSE,1"
"synonym,GHz,ka_band,1"
"synonym,british royal navy,RN,1"
"ancestor,""12,000 attendees"",IT,1"
"synonym,supplier code number,SCN,1"
"synonym,original equipment manufacturers,OEMs,1"
"synonym,maritime applied physics corporation,MAPC,1"
"synonym,desktop application,windows_forms_application,1"
"synonym,compact laser weapons system,CLWS,1"
"ancestor,pakistani extremists,baitullah_mehsud,1"
"synonym,american helicopter society,AHS,1"
"synonym,long endurance marine unmanned surface vehicle,LEMUSV,1"
"synonym,programmable logic arrays,PLA,1"
"ancestor,crime scenes,barricade_situations,1"
"synonym,advanced driver assistance systems,ADAS,1"
"sibling,fault tolerant,load_balanced,1"
"sibling,agricultural surveys,forest_management,1"
"synonym,lighting imaging sensor,LIS,1"
"ancestor,UML,visual_tools,1"
"synonym,explosively formed projectiles,EFPs,1"
"synonym,fédération aéronautique internationale,FAI,1"
"synonym,aerial sensor networks,ASNs,1"
"sibling,UPS,DHL,1"
"synonym,unified autopilot interfaces,UAI,1"
"sibling,month end,quarter_end,1"
"synonym,miniature air launched decoy,MALD,1"
"synonym,beyond visual line of sight,BVLoS,1"
"synonym,national security agency,NSA,1"
"synonym,effort reporting system,ERS,1"
"ancestor,mobile force protection,counter_unmanned_air_systems,1"
"ancestor,data structure,JSON,1"
"synonym,general motors,GM,1"
"synonym,hazardous materials,HAZMAT,1"
"synonym,grand forks,north_dakota,1"
"synonym,concurrent engineering,CE,1"
"synonym,computational intelligence,CI,1"
"synonym,empirical matched field processing,EMFP,1"
"sibling,PCI,ISO,1"
"synonym,core network,CN,1"
"synonym,air traffic control centers,ATC,1"
"synonym,downward facing camera,M200,1"
"sibling,XT60,charger_cables,1"
"synonym,air operations center,AOC,1"
"synonym,long beach,CA,1"
"synonym,rapid reaction technology office,RRTO,1"
"synonym,sensor systems,CANVASS,1"
"synonym,human autonomy teaming,HAT,1"
"synonym,system on module,SOM,1"
"synonym,federal aviation association,FAA,1"
"synonym,home altitude,HA,1"
"ancestor,FPGAs,heterogeneous_platforms,1"
"synonym,SMS,safety_management_system,1"
"synonym,north texas,UNT,1"
"sibling,hand gesture recognition,APAS,1"
"synonym,directed energy systems,solid_state_lasers,1"
"synonym,colored dissolved organic matter,CDOM,1"
"synonym,lieutenant colonel,GS,1"
"synonym,airborne signals intelligence payload,ASIP,1"
"sibling,MALE,HALE,1"
"synonym,intelligent transport systems,ITS,1"
"ancestor,FBI,US,1"
"ancestor,based languages,ms_windows,1"
"synonym,essential safety requirements,ESR,1"
"synonym,agriculture research service,ARS,1"
"ancestor,northern california,spatial_distribution,1"
"synonym,XSD,xml_schema,1"
"synonym,intrusion prevention systems,IPSs,1"
"synonym,advanced video coding,AVC,1"
"synonym,semi global block match,SGBM,1"
"synonym,multispectral camera,NDVI,1"
"synonym,aerial vehicles,UCAVs,1"
"synonym,wet conditions,water_resistant,1"
"synonym,OSD,on_screen_display,1"
"sibling,air defense,electronic_warfare,1"
"synonym,plat pays volcanic complex,PPVC,1"
"sibling,progress reports,raw_data,1"
"synonym,macbook pro,retina_display,1"
"synonym,counter terrorism,CT,1"
"synonym,national uas standardized testing and recording,NuSTAR,1"
"synonym,common log format,CLF,1"
"synonym,OID,LDAP,1"
"synonym,in orbit validation,IOV,1"
"synonym,bring your own license,BYOL,1"
"sibling,SBIR,STTR,1"
"synonym,voice over ip,VOIP,1"
"synonym,explosive detectionsystems,EDS,1"
"sibling,model based,object_oriented_design,1"
